Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
3204.15,0.0,0.0,0.0,0.0,0.0,0.0
3204.18,0.0,0.0,0.0,0.0,0.0,0.0
3204.214,0.0,0.0,0.0,0.0,0.0,0.0
3204.246,0.0,0.0,0.0,0.0,0.0,0.0
3204.28,0.0,0.0,0.0,0.0,0.0,0.0
3204.312,0.0,0.0,0.0,0.0,0.0,0.0
3204.341,0.0,0.0,0.0,0.0,0.0,0.0
3204.368,0.0,0.0,0.0,0.0,0.0,0.0
3204.393,0.0,0.0,0.0,0.0,0.0,0.0
3204.428,0.0,0.0,0.0,0.0,0.0,0.0
3204.456,0.0,0.0,0.0,0.0,0.0,0.0
3204.486,0.0,0.0,0.0,0.0,0.0,0.0
3204.518,0.0,0.0,0.0,0.0,0.0,0.0
3204.548,0.0,0.0,0.0,0.0,0.0,0.0
3204.58,0.0,0.0,0.0,0.0,0.0,0.0
3204.606,0.0,0.0,0.0,0.0,0.0,0.0
3204.642,0.0,0.0,0.0,0.0,0.0,0.0
3204.672,0.0,0.0,0.0,0.0,0.0,0.0
3204.701,0.0,0.0,0.0,0.0,0.0,0.0
3204.73,0.0,0.0,0.0,0.0,0.0,0.0
3204.76,0.0,0.0,0.0,0.0,0.0,0.0
3204.792,0.0,0.0,0.0,0.0,0.0,0.0
3204.822,0.0,0.0,0.0,0.0,0.0,0.0
3204.855,0.0,0.0,0.0,0.0,0.0,0.0
3204.89,0.0,0.0,0.0,0.0,0.0,0.0
3204.922,0.0,0.0,0.0,0.0,0.0,0.0
3204.951,0.0,0.0,0.0,0.0,0.0,0.0
3204.984,0.0,0.0,0.0,0.0,0.0,0.0
3205.012,0.0,0.0,0.0,0.0,0.0,0.0
3205.038,0.0,0.0,0.0,0.0,0.0,0.0
3205.064,0.0,0.0,0.0,0.0,0.0,0.0
3205.091,0.0,0.0,0.0,0.0,0.0,0.0
3205.122,0.0,0.0,0.0,0.0,0.0,0.0
3205.151,0.0,0.0,0.0,0.0,0.0,0.0
3205.18,0.0,0.0,0.0,0.0,0.0,0.0
3205.212,0.0,0.0,0.0,0.0,0.0,0.0
3205.242,0.0,0.0,0.0,0.0,0.0,0.0
3205.272,0.0,0.0,0.0,0.0,0.0,0.0
3205.301,0.0,0.0,0.0,0.0,0.0,0.0
3205.332,0.0,0.0,0.0,0.0,0.0,0.0
3205.36,0.0,0.0,0.0,0.0,0.0,0.0
3205.385,0.0,0.0,0.0,0.0,0.0,0.0
3205.412,0.0,0.0,0.0,0.0,0.0,0.0
3205.443,0.0,0.0,0.0,0.0,0.0,0.0
3205.468,0.0,0.0,0.0,0.0,0.0,0.0
3205.501,0.0,0.0,0.0,0.0,0.0,0.0
3205.531,0.0,0.0,0.0,0.0,0.0,0.0
3205.558,0.0,0.0,0.0,0.0,0.0,0.0
3205.584,0.0,0.0,0.0,0.0,0.0,0.0
3205.618,0.0,0.0,0.0,0.0,0.0,0.0
3205.651,0.0,0.0,0.0,0.0,0.0,0.0
3205.68,0.0,0.0,0.0,0.0,0.0,0.0
3205.712,0.0,0.0,0.0,0.0,0.0,0.0
3205.742,0.0,0.0,0.0,0.0,0.0,0.0
3205.772,0.0,0.0,0.0,0.0,0.0,0.0
3205.801,0.0,0.0,0.0,0.0,0.0,0.0
3205.834,0.0,0.0,0.0,0.0,0.0,0.0
3205.862,0.0,0.0,0.0,0.0,0.0,0.0
3205.898,0.0,0.0,0.0,0.0,0.0,0.0
3205.93,0.0,0.0,0.0,0.0,0.0,0.0
3205.96,0.0,0.0,0.0,0.0,0.0,0.0
3205.99,0.0,0.0,0.0,0.0,0.0,0.0
3206.017,0.0,0.0,0.0,0.0,0.0,0.0
3206.051,0.0,0.0,0.0,0.0,0.0,0.0
3206.076,0.0,0.0,0.0,0.0,0.0,0.0
3206.101,0.0,0.0,0.0,0.0,0.0,0.0
3206.127,0.0,0.0,0.0,0.0,0.0,0.0
3206.152,0.0,0.0,0.0,0.0,0.0,0.0
3206.18,0.0,0.0,0.0,0.0,0.0,0.0
3206.212,0.0,0.0,0.0,0.0,0.0,0.0
3206.247,0.0,0.0,0.0,0.0,0.0,0.0
3206.282,0.0,0.0,0.0,0.0,0.0,0.0
3206.312,0.0,0.0,0.0,0.0,0.0,0.0
3206.342,0.0,0.0,0.0,0.0,0.0,0.0
3206.372,0.0,0.0,0.0,0.0,0.0,0.0
3206.402,0.0,0.0,0.0,0.0,0.0,0.0
3206.43,0.0,0.0,0.0,0.0,0.0,0.0
3206.461,0.0,0.0,0.0,0.0,0.0,0.0
3206.486,0.0,0.0,0.0,0.0,0.0,0.0
3206.512,0.0,0.0,0.0,0.0,0.0,0.0
3206.542,0.0,0.0,0.0,0.0,0.0,0.0
3206.568,0.0,0.0,0.0,0.0,0.0,0.0
3206.601,0.0,0.0,0.0,0.0,0.0,0.0
3206.63,0.0,0.0,0.0,0.0,0.0,0.0
3206.661,0.0,0.0,0.0,0.0,0.0,0.0
3206.692,0.0,0.0,0.0,0.0,0.0,0.0
3206.722,0.0,0.0,0.0,0.0,0.0,0.0
3206.75,0.0,0.0,0.0,0.0,0.0,0.0
3206.776,0.0,0.0,0.0,0.0,0.0,0.0
3206.801,0.0,0.0,0.0,0.0,0.0,0.0
3206.83,0.0,0.0,0.0,0.0,0.0,0.0
3206.865,0.0,0.0,0.0,0.0,0.0,0.0
3206.9,0.0,0.0,0.0,0.0,0.0,0.0
3206.935,0.0,0.0,0.0,0.0,0.0,0.0
3206.966,0.0,0.0,0.0,0.0,0.0,0.0
3207.001,0.0,0.0,0.0,0.0,0.0,0.0
3207.034,0.0,0.0,0.0,0.0,0.0,0.0
3207.061,0.0,0.0,0.0,0.0,0.0,0.0
3207.092,0.0,0.0,0.0,0.0,0.0,0.0
3207.122,0.0,0.0,0.0,0.0,0.0,0.0
3207.151,0.0,0.0,0.0,0.0,0.0,0.0
3207.18,0.0,0.0,0.0,0.0,0.0,0.0
3207.215,0.0,0.0,0.0,0.0,0.0,0.0
3207.25,0.0,0.0,0.0,0.0,0.0,0.0
3207.278,0.0,0.0,0.0,0.0,0.0,0.0
3207.312,0.0,0.0,0.0,0.0,0.0,0.0
3207.339,0.0,0.0,0.0,0.0,0.0,0.0
3207.368,0.0,0.0,0.0,0.0,0.0,0.0
3207.395,0.0,0.0,0.0,0.0,0.0,0.0
3207.43,0.0,0.0,0.0,0.0,0.0,0.0
3207.459,0.0,0.0,0.0,0.0,0.0,0.0
3207.484,0.0,0.0,0.0,0.0,0.0,0.0
3207.512,0.0,0.0,0.0,0.0,0.0,0.0
3207.542,0.0,0.0,0.0,0.0,0.0,0.0
3207.577,0.0,0.0,0.0,0.0,0.0,0.0
3207.612,0.0,0.0,0.0,0.0,0.0,0.0
3207.638,0.0,0.0,0.0,0.0,0.0,0.0
3207.672,0.0,0.0,0.0,0.0,0.0,0.0
3207.701,0.0,0.0,0.0,0.0,0.0,0.0
3207.73,0.0,0.0,0.0,0.0,0.0,0.0
3207.756,0.0,0.0,0.0,0.0,0.0,0.0
3207.785,0.0,0.0,0.0,0.0,0.0,0.0
3207.812,0.0,0.0,0.0,0.0,0.0,0.0
3207.847,0.0,0.0,0.0,0.0,0.0,0.0
3207.878,0.0,0.0,0.0,0.0,0.0,0.0
3207.912,0.0,0.0,0.0,0.0,0.0,0.0
3207.942,0.0,0.0,0.0,0.0,0.0,0.0
3207.968,0.0,0.0,0.0,0.0,0.0,0.0
3208.001,0.0,0.0,0.0,0.0,0.0,0.0
3208.03,0.0,0.0,0.0,0.0,0.0,0.0
3208.056,0.0,0.0,0.0,0.0,0.0,0.0
3208.088,0.0,0.0,0.0,0.0,0.0,0.0
3208.118,0.0,0.0,0.0,0.0,0.0,0.0
3208.151,0.0,0.0,0.0,0.0,0.0,0.0
3208.18,0.0,0.0,0.0,0.0,0.0,0.0
3208.212,0.0,0.0,0.0,0.0,0.0,0.0
3208.242,0.0,0.0,0.0,0.0,0.0,0.0
3208.268,0.0,0.0,0.0,0.0,0.0,0.0
3208.301,0.0,0.0,0.0,0.0,0.0,0.0
3208.33,0.0,0.0,0.0,0.0,0.0,0.0
3208.363,0.0,0.0,0.0,0.0,0.0,0.0
3208.398,0.0,0.0,0.0,0.0,0.0,0.0
3208.43,0.0,0.0,0.0,0.0,0.0,0.0
3208.461,0.0,0.0,0.0,0.0,0.0,0.0
3208.492,0.0,0.0,0.0,0.0,0.0,0.0
3208.518,0.0,0.0,0.0,0.0,0.0,0.0
3208.55,0.0,0.0,0.0,0.0,0.0,0.0
3208.58,0.0,0.0,0.0,0.0,0.0,0.0
3208.612,0.0,0.0,0.0,0.0,0.0,0.0
3208.646,0.0,0.0,0.0,0.0,0.0,0.0
3208.68,0.0,0.0,0.0,0.0,0.0,0.0
3208.712,0.0,0.0,0.0,0.0,0.0,0.0
3208.742,0.0,0.0,0.0,0.0,0.0,0.0
3208.767,0.0,0.0,0.0,0.0,0.0,0.0
3208.801,0.0,0.0,0.0,0.0,0.0,0.0
3208.83,0.0,0.0,0.0,0.0,0.0,0.0
3208.861,0.0,0.0,0.0,0.0,0.0,0.0
3208.886,0.0,0.0,0.0,0.0,0.0,0.0
3208.918,0.0,0.0,0.0,0.0,0.0,0.0
3208.951,0.0,0.0,0.0,0.0,0.0,0.0
3208.983,0.0,0.0,0.0,0.0,0.0,0.0
3209.012,0.0,0.0,0.0,0.0,0.0,0.0
3209.04,0.0,0.0,0.0,0.0,0.0,0.0
3209.068,0.0,0.0,0.0,0.0,0.0,0.0
3209.095,0.0,0.0,0.0,0.0,0.0,0.0
3209.12,0.0,0.0,0.0,0.0,0.0,0.0
3209.151,0.0,0.0,0.0,0.0,0.0,0.0
3209.18,0.0,0.0,0.0,0.0,0.0,0.0
3209.212,0.0,0.0,0.0,0.0,0.0,0.0
3209.247,0.0,0.0,0.0,0.0,0.0,0.0
3209.278,0.0,0.0,0.0,0.0,0.0,0.0
3209.312,0.0,0.0,0.0,0.0,0.0,0.0
3209.344,0.0,0.0,0.0,0.0,0.0,0.0
3209.369,0.0,0.0,0.0,0.0,0.0,0.0
3209.398,0.0,0.0,0.0,0.0,0.0,0.0
3209.43,0.0,0.0,0.0,0.0,0.0,0.0
3209.461,0.0,0.0,0.0,0.0,0.0,0.0
3209.492,0.0,0.0,0.0,0.0,0.0,0.0
3209.522,0.0,0.0,0.0,0.0,0.0,0.0
3209.551,0.0,0.0,0.0,0.0,0.0,0.0
3209.58,0.0,0.0,0.0,0.0,0.0,0.0
3209.611,0.0,0.0,0.0,0.0,0.0,0.0
3209.638,0.0,0.0,0.0,0.0,0.0,0.0
3209.674,0.0,0.0,0.0,0.0,0.0,0.0
3209.701,0.0,0.0,0.0,0.0,0.0,0.0
3209.734,0.0,0.0,0.0,0.0,0.0,0.0
3209.761,0.0,0.0,0.0,0.0,0.0,0.0
3209.79,0.0,0.0,0.0,0.0,0.0,0.0
3209.825,0.0,0.0,0.0,0.0,0.0,0.0
3209.856,0.0,0.0,0.0,0.0,0.0,0.0
3209.89,0.0,0.0,0.0,0.0,0.0,0.0
3209.922,0.0,0.0,0.0,0.0,0.0,0.0
3209.95,0.0,0.0,0.0,0.0,0.0,0.0
3209.984,0.0,0.0,0.0,0.0,0.0,0.0
3210.012,0.0,0.0,0.0,0.0,0.0,0.0
3210.041,0.0,0.0,0.0,0.0,0.0,0.0
3210.076,0.0,0.0,0.0,0.0,0.0,0.0
3210.101,0.0,0.0,0.0,0.0,0.0,0.0
3210.13,0.0,0.0,0.0,0.0,0.0,0.0
3210.161,0.0,0.0,0.0,0.0,0.0,0.0
3210.19,0.0,0.0,0.0,0.0,0.0,0.0
3210.218,0.0,0.0,0.0,0.0,0.0,0.0
3210.252,0.0,0.0,0.0,0.0,0.0,0.0
3210.28,0.0,0.0,0.0,0.0,0.0,0.0
3210.311,0.0,0.0,0.0,0.0,0.0,0.0
3210.342,0.0,0.0,0.0,0.0,0.0,0.0
3210.377,0.0,0.0,0.0,0.0,0.0,0.0
3210.412,0.0,0.0,0.0,0.0,0.0,0.0
3210.442,0.0,0.0,0.0,0.0,0.0,0.0
3210.467,0.0,0.0,0.0,0.0,0.0,0.0
3210.493,0.0,0.0,0.0,0.0,0.0,0.0
3210.527,0.0,0.0,0.0,0.0,0.0,0.0
3210.556,0.0,0.0,0.0,0.0,0.0,0.0
3210.584,0.0,0.0,0.0,0.0,0.0,0.0
3210.61,0.0,0.0,0.0,0.0,0.0,0.0
3210.642,0.0,0.0,0.0,0.0,0.0,0.0
3210.674,0.0,0.0,0.0,0.0,0.0,0.0
3210.701,0.0,0.0,0.0,0.0,0.0,0.0
3210.73,0.0,0.0,0.0,0.0,0.0,0.0
3210.765,0.0,0.0,0.0,0.0,0.0,0.0
3210.8,0.0,0.0,0.0,0.0,0.0,0.0
3210.835,0.0,0.0,0.0,0.0,0.0,0.0
3210.861,0.0,0.0,0.0,0.0,0.0,0.0
3210.886,0.0,0.0,0.0,0.0,0.0,0.0
3210.918,0.0,0.0,0.0,0.0,0.0,0.0
3210.951,0.0,0.0,0.0,0.0,0.0,0.0
3210.98,0.0,0.0,0.0,0.0,0.0,0.0
3211.015,0.0,0.0,0.0,0.0,0.0,0.0
3211.043,0.0,0.0,0.0,0.0,0.0,0.0
3211.072,0.0,0.0,0.0,0.0,0.0,0.0
3211.101,0.0,0.0,0.0,0.0,0.0,0.0
3211.13,0.0,0.0,0.0,0.0,0.0,0.0
3211.156,0.0,0.0,0.0,0.0,0.0,0.0
3211.184,0.0,0.0,0.0,0.0,0.0,0.0
3211.212,0.0,0.0,0.0,0.0,0.0,0.0
3211.242,0.0,0.0,0.0,0.0,0.0,0.0
3211.268,0.0,0.0,0.0,0.0,0.0,0.0
3211.293,0.0,0.0,0.0,0.0,0.0,0.0
3211.318,0.0,0.0,0.0,0.0,0.0,0.0
3211.354,0.0,0.0,0.0,0.0,0.0,0.0
3211.384,0.0,0.0,0.0,0.0,0.0,0.0
3211.412,0.0,0.0,0.0,0.0,0.0,0.0
3211.447,0.0,0.0,0.0,0.0,0.0,0.0
3211.475,0.0,0.0,0.0,0.0,0.0,0.0
3211.501,0.0,0.0,0.0,0.0,0.0,0.0
3211.536,0.0,0.0,0.0,0.0,0.0,0.0
3211.568,0.0,0.0,0.0,0.0,0.0,0.0
3211.594,0.0,0.0,0.0,0.0,0.0,0.0
3211.622,0.0,0.0,0.0,0.0,0.0,0.0
3211.652,0.0,0.0,0.0,0.0,0.0,0.0
3211.678,0.0,0.0,0.0,0.0,0.0,0.0
3211.712,0.0,0.0,0.0,0.0,0.0,0.0
3211.742,0.0,0.0,0.0,0.0,0.0,0.0
3211.772,0.0,0.0,0.0,0.0,0.0,0.0
3211.802,0.0,0.0,0.0,0.0,0.0,0.0
3211.83,0.0,0.0,0.0,0.0,0.0,0.0
3211.861,0.0,0.0,0.0,0.0,0.0,0.0
3211.893,0.0,0.0,0.0,0.0,0.0,0.0
3211.922,0.0,0.0,0.0,0.0,0.0,0.0
3211.951,0.0,0.0,0.0,0.0,0.0,0.0
3211.98,0.0,0.0,0.0,0.0,0.0,0.0
3212.012,0.0,0.0,0.0,0.0,0.0,0.0
3212.042,0.0,0.0,0.0,0.0,0.0,0.0
3212.074,0.0,0.0,0.0,0.0,0.0,0.0
3212.101,0.0,0.0,0.0,0.0,0.0,0.0
3212.13,0.0,0.0,0.0,0.0,0.0,0.0
3212.156,0.0,0.0,0.0,0.0,0.0,0.0
3212.185,0.0,0.0,0.0,0.0,0.0,0.0
3212.212,0.0,0.0,0.0,0.0,0.0,0.0
3212.242,0.0,0.0,0.0,0.0,0.0,0.0
3212.272,0.0,0.0,0.0,0.0,0.0,0.0
3212.307,0.0,0.0,0.0,0.0,0.0,0.0
3212.334,0.0,0.0,0.0,0.0,0.0,0.0
3212.367,0.0,0.0,0.0,0.0,0.0,0.0
3212.398,0.0,0.0,0.0,0.0,0.0,0.0
3212.429,0.0,0.0,0.0,0.0,0.0,0.0
3212.461,0.0,0.0,0.0,0.0,0.0,0.0
3212.492,0.0,0.0,0.0,0.0,0.0,0.0
3212.522,0.0,0.0,0.0,0.0,0.0,0.0
3212.551,0.0,0.0,0.0,0.0,0.0,0.0
3212.58,0.0,0.0,0.0,0.0,0.0,0.0
3212.612,0.0,0.0,0.0,0.0,0.0,0.0
3212.646,0.0,0.0,0.0,0.0,0.0,0.0
3212.68,0.0,0.0,0.0,0.0,0.0,0.0
3212.714,0.0,0.0,0.0,0.0,0.0,0.0
3212.742,0.0,0.0,0.0,0.0,0.0,0.0
3212.772,0.0,0.0,0.0,0.0,0.0,0.0
3212.806,0.0,0.0,0.0,0.0,0.0,0.0
3212.834,0.0,0.0,0.0,0.0,0.0,0.0
3212.862,0.0,0.0,0.0,0.0,0.0,0.0
3212.892,0.0,0.0,0.0,0.0,0.0,0.0
3212.918,0.0,0.0,0.0,0.0,0.0,0.0
3212.951,0.0,0.0,0.0,0.0,0.0,0.0
3212.982,0.0,0.0,0.0,0.0,0.0,0.0
3213.018,0.0,0.0,0.0,0.0,0.0,0.0
3213.053,0.0,0.0,0.0,0.0,0.0,0.0
3213.08,0.0,0.0,0.0,0.0,0.0,0.0
3213.112,0.0,0.0,0.0,0.0,0.0,0.0
3213.14,0.0,0.0,0.0,0.0,0.0,0.0
3213.175,0.0,0.0,0.0,0.0,0.0,0.0
3213.21,0.0,0.0,0.0,0.0,0.0,0.0
3213.245,0.0,0.0,0.0,0.0,0.0,0.0
3213.28,0.0,0.0,0.0,0.0,0.0,0.0
3213.309,0.0,0.0,0.0,0.0,0.0,0.0
3213.342,0.0,0.0,0.0,0.0,0.0,0.0
3213.377,0.0,0.0,0.0,0.0,0.0,0.0
3213.412,0.0,0.0,0.0,0.0,0.0,0.0
3213.442,0.0,0.0,0.0,0.0,0.0,0.0
3213.47,0.0,0.0,0.0,0.0,0.0,0.0
3213.501,0.0,0.0,0.0,0.0,0.0,0.0
3213.53,0.0,0.0,0.0,0.0,0.0,0.0
3213.561,0.0,0.0,0.0,0.0,0.0,0.0
3213.592,0.0,0.0,0.0,0.0,0.0,0.0
3213.618,0.0,0.0,0.0,0.0,0.0,0.0
3213.651,0.0,0.0,0.0,0.0,0.0,0.0
3213.678,0.0,0.0,0.0,0.0,0.0,0.0
3213.712,0.0,0.0,0.0,0.0,0.0,0.0
3213.747,0.0,0.0,0.0,0.0,0.0,0.0
3213.78,0.0,0.0,0.0,0.0,0.0,0.0
3213.812,0.0,0.0,0.0,0.0,0.0,0.0
3213.842,0.0,0.0,0.0,0.0,0.0,0.0
3213.877,0.0,0.0,0.0,0.0,0.0,0.0
3213.911,0.0,0.0,0.0,0.0,0.0,0.0
3213.942,0.0,0.0,0.0,0.0,0.0,0.0
3213.968,0.0,0.0,0.0,0.0,0.0,0.0
3214.001,0.0,0.0,0.0,0.0,0.0,0.0
3214.035,0.0,0.0,0.0,0.0,0.0,0.0
3214.071,0.0,0.0,0.0,0.0,0.0,0.0
3214.101,0.0,0.0,0.0,0.0,0.0,0.0
3214.129,0.0,0.0,0.0,0.0,0.0,0.0
3214.156,0.0,0.0,0.0,0.0,0.0,0.0
3214.185,0.0,0.0,0.0,0.0,0.0,0.0
3214.212,0.0,0.0,0.0,0.0,0.0,0.0
3214.242,0.0,0.0,0.0,0.0,0.0,0.0
3214.268,0.0,0.0,0.0,0.0,0.0,0.0
3214.3,0.0,0.0,0.0,0.0,0.0,0.0
3214.326,0.0,0.0,0.0,0.0,0.0,0.0
3214.353,0.0,0.0,0.0,0.0,0.0,0.0
3214.384,0.0,0.0,0.0,0.0,0.0,0.0
3214.412,0.0,0.0,0.0,0.0,0.0,0.0
3214.447,0.0,0.0,0.0,0.0,0.0,0.0
3214.482,0.0,0.0,0.0,0.0,0.0,0.0
3214.512,0.0,0.0,0.0,0.0,0.0,0.0
3214.542,0.0,0.0,0.0,0.0,0.0,0.0
3214.568,0.0,0.0,0.0,0.0,0.0,0.0
3214.601,0.0,0.0,0.0,0.0,0.0,0.0
3214.63,0.0,0.0,0.0,0.0,0.0,0.0
3214.665,0.0,0.0,0.0,0.0,0.0,0.0
3214.7,0.0,0.0,0.0,0.0,0.0,0.0
3214.735,0.0,0.0,0.0,0.0,0.0,0.0
3214.771,0.0,0.0,0.0,0.0,0.0,0.0
3214.801,0.0,0.0,0.0,0.0,0.0,0.0
3214.831,0.0,0.0,0.0,0.0,0.0,0.0
3214.866,0.0,0.0,0.0,0.0,0.0,0.0
3214.901,0.0,0.0,0.0,0.0,0.0,0.0
3214.926,0.0,0.0,0.0,0.0,0.0,0.0
3214.957,0.0,0.0,0.0,0.0,0.0,0.0
3214.984,0.0,0.0,0.0,0.0,0.0,0.0
3215.012,0.0,0.0,0.0,0.0,0.0,0.0
3215.038,0.0,0.0,0.0,0.0,0.0,0.0
3215.067,0.0,0.0,0.0,0.0,0.0,0.0
3215.1,0.0,0.0,0.0,0.0,0.0,0.0
3215.13,0.0,0.0,0.0,0.0,0.0,0.0
3215.161,0.0,0.0,0.0,0.0,0.0,0.0
3215.195,0.0,0.0,0.0,0.0,0.0,0.0
3215.223,0.0,0.0,0.0,0.0,0.0,0.0
3215.251,0.0,0.0,0.0,0.0,0.0,0.0
3215.28,0.0,0.0,0.0,0.0,0.0,0.0
3215.313,0.0,0.0,0.0,0.0,0.0,0.0
3215.34,0.0,0.0,0.0,0.0,0.0,0.0
3215.375,0.0,0.0,0.0,0.0,0.0,0.0
3215.41,0.0,0.0,0.0,0.0,0.0,0.0
3215.442,0.0,0.0,0.0,0.0,0.0,0.0
3215.47,0.0,0.0,0.0,0.0,0.0,0.0
3215.501,0.0,0.0,0.0,0.0,0.0,0.0
3215.526,0.0,0.0,0.0,0.0,0.0,0.0
3215.552,0.0,0.0,0.0,0.0,0.0,0.0
3215.584,0.0,0.0,0.0,0.0,0.0,0.0
3215.618,0.0,0.0,0.0,0.0,0.0,0.0
3215.645,0.0,0.0,0.0,0.0,0.0,0.0
3215.67,0.0,0.0,0.0,0.0,0.0,0.0
3215.701,0.0,0.0,0.0,0.0,0.0,0.0
3215.732,0.0,0.0,0.0,0.0,0.0,0.0
3215.766,0.0,0.0,0.0,0.0,0.0,0.0
3215.801,0.0,0.0,0.0,0.0,0.0,0.0
3215.834,0.0,0.0,0.0,0.0,0.0,0.0
3215.862,0.0,0.0,0.0,0.0,0.0,0.0
3215.892,0.0,0.0,0.0,0.0,0.0,0.0
3215.918,0.0,0.0,0.0,0.0,0.0,0.0
3215.951,0.0,0.0,0.0,0.0,0.0,0.0
3215.982,0.0,0.0,0.0,0.0,0.0,0.0
3216.012,0.0,0.0,0.0,0.0,0.0,0.0
3216.045,0.0,0.0,0.0,0.0,0.0,0.0
3216.072,0.0,0.0,0.0,0.0,0.0,0.0
3216.101,0.0,0.0,0.0,0.0,0.0,0.0
3216.131,0.0,0.0,0.0,0.0,0.0,0.0
3216.157,0.0,0.0,0.0,0.0,0.0,0.0
3216.184,0.0,0.0,0.0,0.0,0.0,0.0
3216.211,0.0,0.0,0.0,0.0,0.0,0.0
3216.241,0.0,0.0,0.0,0.0,0.0,0.0
3216.272,0.0,0.0,0.0,0.0,0.0,0.0
3216.3,0.0,0.0,0.0,0.0,0.0,0.0
3216.33,0.0,0.0,0.0,0.0,0.0,0.0
3216.365,0.0,0.0,0.0,0.0,0.0,0.0
3216.398,0.0,0.0,0.0,0.0,0.0,0.0
3216.425,0.0,0.0,0.0,0.0,0.0,0.0
3216.451,0.0,0.0,0.0,0.0,0.0,0.0
3216.48,0.0,0.0,0.0,0.0,0.0,0.0
3216.512,0.0,0.0,0.0,0.0,0.0,0.0
3216.542,0.0,0.0,0.0,0.0,0.0,0.0
3216.567,0.0,0.0,0.0,0.0,0.0,0.0
3216.601,0.0,0.0,0.0,0.0,0.0,0.0
3216.629,0.0,0.0,0.0,0.0,0.0,0.0
3216.654,0.0,0.0,0.0,0.0,0.0,0.0
3216.684,0.0,0.0,0.0,0.0,0.0,0.0
3216.715,0.0,0.0,0.0,0.0,0.0,0.0
3216.75,0.0,0.0,0.0,0.0,0.0,0.0
3216.779,0.0,0.0,0.0,0.0,0.0,0.0
3216.806,0.0,0.0,0.0,0.0,0.0,0.0
3216.835,0.0,0.0,0.0,0.0,0.0,0.0
3216.868,0.0,0.0,0.0,0.0,0.0,0.0
3216.901,0.0,0.0,0.0,0.0,0.0,0.0
3216.93,0.0,0.0,0.0,0.0,0.0,0.0
3216.961,0.0,0.0,0.0,0.0,0.0,0.0
3216.996,0.0,0.0,0.0,0.0,0.0,0.0
3217.022,0.0,0.0,0.0,0.0,0.0,0.0
3217.051,0.0,0.0,0.0,0.0,0.0,0.0
3217.082,0.0,0.0,0.0,0.0,0.0,0.0
3217.112,0.0,0.0,0.0,0.0,0.0,0.0
3217.142,0.0,0.0,0.0,0.0,0.0,0.0
3217.172,0.0,0.0,0.0,0.0,0.0,0.0
3217.201,0.0,0.0,0.0,0.0,0.0,0.0
3217.23,0.0,0.0,0.0,0.0,0.0,0.0
3217.265,0.0,0.0,0.0,0.0,0.0,0.0
3217.292,0.0,0.0,0.0,0.0,0.0,0.0
3217.322,0.0,0.0,0.0,0.0,0.0,0.0
3217.351,0.0,0.0,0.0,0.0,0.0,0.0
3217.381,0.0,0.0,0.0,0.0,0.0,0.0
3217.412,0.0,0.0,0.0,0.0,0.0,0.0
3217.447,0.0,0.0,0.0,0.0,0.0,0.0
3217.478,0.0,0.0,0.0,0.0,0.0,0.0
3217.512,0.0,0.0,0.0,0.0,0.0,0.0
3217.542,0.0,0.0,0.0,0.0,0.0,0.0
3217.572,0.0,0.0,0.0,0.0,0.0,0.0
3217.598,0.0,0.0,0.0,0.0,0.0,0.0
3217.628,0.0,0.0,0.0,0.0,0.0,0.0
3217.655,0.0,0.0,0.0,0.0,0.0,0.0
3217.69,0.0,0.0,0.0,0.0,0.0,0.0
3217.722,0.0,0.0,0.0,0.0,0.0,0.0
3217.752,0.0,0.0,0.0,0.0,0.0,0.0
3217.78,0.0,0.0,0.0,0.0,0.0,0.0
3217.812,0.0,0.0,0.0,0.0,0.0,0.0
3217.846,0.0,0.0,0.0,0.0,0.0,0.0
3217.872,0.0,0.0,0.0,0.0,0.0,0.0
3217.901,0.0,0.0,0.0,0.0,0.0,0.0
3217.93,0.0,0.0,0.0,0.0,0.0,0.0
3217.957,0.0,0.0,0.0,0.0,0.0,0.0
3217.982,0.0,0.0,0.0,0.0,0.0,0.0
3218.013,0.0,0.0,0.0,0.0,0.0,0.0
3218.048,0.0,0.0,0.0,0.0,0.0,0.0
3218.078,0.0,0.0,0.0,0.0,0.0,0.0
3218.112,0.0,0.0,0.0,0.0,0.0,0.0
3218.142,0.0,0.0,0.0,0.0,0.0,0.0
3218.172,0.0,0.0,0.0,0.0,0.0,0.0
3218.207,0.0,0.0,0.0,0.0,0.0,0.0
3218.234,0.0,0.0,0.0,0.0,0.0,0.0
3218.268,0.0,0.0,0.0,0.0,0.0,0.0
3218.293,0.0,0.0,0.0,0.0,0.0,0.0
3218.318,0.0,0.0,0.0,0.0,0.0,0.0
3218.351,0.0,0.0,0.0,0.0,0.0,0.0
3218.384,0.0,0.0,0.0,0.0,0.0,0.0
3218.411,0.0,0.0,0.0,0.0,0.0,0.0
3218.442,0.0,0.0,0.0,0.0,0.0,0.0
3218.476,0.0,0.0,0.0,0.0,0.0,0.0
3218.511,0.0,0.0,0.0,0.0,0.0,0.0
3218.542,0.0,0.0,0.0,0.0,0.0,0.0
3218.568,0.0,0.0,0.0,0.0,0.0,0.0
3218.603,0.0,0.0,0.0,0.0,0.0,0.0
3218.63,0.0,0.0,0.0,0.0,0.0,0.0
3218.655,0.0,0.0,0.0,0.0,0.0,0.0
