Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
585.736,0.0,0.0,0.0,0.0,0.0,0.0
585.761,0.0,0.0,0.0,0.0,0.0,0.0
585.79,0.0,0.0,0.0,0.0,0.0,0.0
585.819,0.0,0.0,0.0,0.0,0.0,0.0
585.847,0.0,0.0,0.0,0.0,0.0,0.0
585.873,0.0,0.0,0.0,0.0,0.0,0.0
585.9,0.0,0.0,0.0,0.0,0.0,0.0
585.93,0.0,0.0,0.0,0.0,0.0,0.0
585.96,0.0,0.0,0.0,0.0,0.0,0.0
585.989,0.0,0.0,0.0,0.0,0.0,0.0
586.014,0.0,0.0,0.0,0.0,0.0,0.0
586.04,0.0,0.0,0.0,0.0,0.0,0.0
586.065,0.0,0.0,0.0,0.0,0.0,0.0
586.09,0.0,0.0,0.0,0.0,0.0,0.0
586.117,0.0,0.0,0.0,0.0,0.0,0.0
586.147,0.0,0.0,0.0,0.0,0.0,0.0
586.172,0.0,0.0,0.0,0.0,0.0,0.0
586.2,0.0,0.0,0.0,0.0,0.0,0.0
586.228,0.0,0.0,0.0,0.0,0.0,0.0
586.256,0.0,0.0,0.0,0.0,0.0,0.0
586.286,0.0,0.0,0.0,0.0,0.0,0.0
586.312,0.0,0.0,0.0,0.0,0.0,0.0
586.339,0.0,0.0,0.0,0.0,0.0,0.0
586.369,0.0,0.0,0.0,0.0,0.0,0.0
586.394,0.0,0.0,0.0,0.0,0.0,0.0
586.423,0.0,0.0,0.0,0.0,0.0,0.0
586.449,0.0,0.0,0.0,0.0,0.0,0.0
586.478,0.0,0.0,0.0,0.0,0.0,0.0
586.508,0.0,0.0,0.0,0.0,0.0,0.0
586.538,0.0,0.0,0.0,0.0,0.0,0.0
586.568,0.0,0.0,0.0,0.0,0.0,0.0
586.594,0.0,0.0,0.0,0.0,0.0,0.0
586.62,0.0,0.0,0.0,0.0,0.0,0.0
586.645,0.0,0.0,0.0,0.0,0.0,0.0
586.673,0.0,0.0,0.0,0.0,0.0,0.0
586.7,0.0,0.0,0.0,0.0,0.0,0.0
586.73,0.0,0.0,0.0,0.0,0.0,0.0
586.76,0.0,0.0,0.0,0.0,0.0,0.0
586.789,0.0,0.0,0.0,0.0,0.0,0.0
586.815,0.0,0.0,0.0,0.0,0.0,0.0
586.843,0.0,0.0,0.0,0.0,0.0,0.0
586.871,0.0,0.0,0.0,0.0,0.0,0.0
586.9,0.0,0.0,0.0,0.0,0.0,0.0
586.925,0.0,0.0,0.0,0.0,0.0,0.0
586.95,0.0,0.0,0.0,0.0,0.0,0.0
586.98,0.0,0.0,0.0,0.0,0.0,0.0
587.006,0.0,0.0,0.0,0.0,0.0,0.0
587.032,0.0,0.0,0.0,0.0,0.0,0.0
587.06,0.0,0.0,0.0,0.0,0.0,0.0
587.089,0.0,0.0,0.0,0.0,0.0,0.0
587.115,0.0,0.0,0.0,0.0,0.0,0.0
587.14,0.0,0.0,0.0,0.0,0.0,0.0
587.166,0.0,0.0,0.0,0.0,0.0,0.0
587.191,0.0,0.0,0.0,0.0,0.0,0.0
587.217,0.0,0.0,0.0,0.0,0.0,0.0
587.247,0.0,0.0,0.0,0.0,0.0,0.0
587.277,0.0,0.0,0.0,0.0,0.0,0.0
587.306,0.0,0.0,0.0,0.0,0.0,0.0
587.331,0.0,0.0,0.0,0.0,0.0,0.0
587.36,0.0,0.0,0.0,0.0,0.0,0.0
587.389,0.0,0.0,0.0,0.0,0.0,0.0
587.416,0.0,0.0,0.0,0.0,0.0,0.0
587.444,0.0,0.0,0.0,0.0,0.0,0.0
587.47,0.0,0.0,0.0,0.0,0.0,0.0
587.5,0.0,0.0,0.0,0.0,0.0,0.0
587.53,0.0,0.0,0.0,0.0,0.0,0.0
587.556,0.0,0.0,0.0,0.0,0.0,0.0
587.581,0.0,0.0,0.0,0.0,0.0,0.0
587.607,0.0,0.0,0.0,0.0,0.0,0.0
587.637,0.0,0.0,0.0,0.0,0.0,0.0
587.664,0.0,0.0,0.0,0.0,0.0,0.0
587.69,0.0,0.0,0.0,0.0,0.0,0.0
587.715,0.0,0.0,0.0,0.0,0.0,0.0
587.741,0.0,0.0,0.0,0.0,0.0,0.0
587.769,0.0,0.0,0.0,0.0,0.0,0.0
587.794,0.0,0.0,0.0,0.0,0.0,0.0
587.82,0.0,0.0,0.0,0.0,0.0,0.0
587.849,0.0,0.0,0.0,0.0,0.0,0.0
587.877,0.0,0.0,0.0,0.0,0.0,0.0
587.906,0.0,0.0,0.0,0.0,0.0,0.0
587.934,0.0,0.0,0.0,0.0,0.0,0.0
587.96,0.0,0.0,0.0,0.0,0.0,0.0
587.989,0.0,0.0,0.0,0.0,0.0,0.0
588.015,0.0,0.0,0.0,0.0,0.0,0.0
588.044,0.0,0.0,0.0,0.0,0.0,0.0
588.069,0.0,0.0,0.0,0.0,0.0,0.0
588.095,0.0,0.0,0.0,0.0,0.0,0.0
588.12,0.0,0.0,0.0,0.0,0.0,0.0
588.147,0.0,0.0,0.0,0.0,0.0,0.0
588.178,0.0,0.0,0.0,0.0,0.0,0.0
588.208,0.0,0.0,0.0,0.0,0.0,0.0
588.238,0.0,0.0,0.0,0.0,0.0,0.0
588.263,0.0,0.0,0.0,0.0,0.0,0.0
588.289,0.0,0.0,0.0,0.0,0.0,0.0
588.318,0.0,0.0,0.0,0.0,0.0,0.0
588.344,0.0,0.0,0.0,0.0,0.0,0.0
588.369,0.0,0.0,0.0,0.0,0.0,0.0
588.394,0.0,0.0,0.0,0.0,0.0,0.0
588.42,0.0,0.0,0.0,0.0,0.0,0.0
588.45,0.0,0.0,0.0,0.0,0.0,0.0
588.48,0.0,0.0,0.0,0.0,0.0,0.0
588.51,0.0,0.0,0.0,0.0,0.0,0.0
588.539,0.0,0.0,0.0,0.0,0.0,0.0
588.567,0.0,0.0,0.0,0.0,0.0,0.0
588.593,0.0,0.0,0.0,0.0,0.0,0.0
588.62,0.0,0.0,0.0,0.0,0.0,0.0
588.645,0.0,0.0,0.0,0.0,0.0,0.0
588.67,0.0,0.0,0.0,0.0,0.0,0.0
588.699,0.0,0.0,0.0,0.0,0.0,0.0
588.727,0.0,0.0,0.0,0.0,0.0,0.0
588.756,0.0,0.0,0.0,0.0,0.0,0.0
588.785,0.0,0.0,0.0,0.0,0.0,0.0
588.81,0.0,0.0,0.0,0.0,0.0,0.0
588.838,0.0,0.0,0.0,0.0,0.0,0.0
588.868,0.0,0.0,0.0,0.0,0.0,0.0
588.894,0.0,0.0,0.0,0.0,0.0,0.0
588.92,0.0,0.0,0.0,0.0,0.0,0.0
588.95,0.0,0.0,0.0,0.0,0.0,0.0
588.977,0.0,0.0,0.0,0.0,0.0,0.0
589.003,0.0,0.0,0.0,0.0,0.0,0.0
589.03,0.0,0.0,0.0,0.0,0.0,0.0
589.06,0.0,0.0,0.0,0.0,0.0,0.0
589.089,0.0,0.0,0.0,0.0,0.0,0.0
589.114,0.0,0.0,0.0,0.0,0.0,0.0
589.139,0.0,0.0,0.0,0.0,0.0,0.0
589.167,0.0,0.0,0.0,0.0,0.0,0.0
589.193,0.0,0.0,0.0,0.0,0.0,0.0
589.223,0.0,0.0,0.0,0.0,0.0,0.0
589.25,0.0,0.0,0.0,0.0,0.0,0.0
589.28,0.0,0.0,0.0,0.0,0.0,0.0
589.307,0.0,0.0,0.0,0.0,0.0,0.0
589.332,0.0,0.0,0.0,0.0,0.0,0.0
589.359,0.0,0.0,0.0,0.0,0.0,0.0
589.388,0.0,0.0,0.0,0.0,0.0,0.0
589.415,0.0,0.0,0.0,0.0,0.0,0.0
589.445,0.0,0.0,0.0,0.0,0.0,0.0
589.476,0.0,0.0,0.0,0.0,0.0,0.0
589.501,0.0,0.0,0.0,0.0,0.0,0.0
589.527,0.0,0.0,0.0,0.0,0.0,0.0
589.556,0.0,0.0,0.0,0.0,0.0,0.0
589.581,0.0,0.0,0.0,0.0,0.0,0.0
589.607,0.0,0.0,0.0,0.0,0.0,0.0
589.636,0.0,0.0,0.0,0.0,0.0,0.0
589.666,0.0,0.0,0.0,0.0,0.0,0.0
589.694,0.0,0.0,0.0,0.0,0.0,0.0
589.72,0.0,0.0,0.0,0.0,0.0,0.0
589.745,0.0,0.0,0.0,0.0,0.0,0.0
589.772,0.0,0.0,0.0,0.0,0.0,0.0
589.8,0.0,0.0,0.0,0.0,0.0,0.0
589.83,0.0,0.0,0.0,0.0,0.0,0.0
589.855,0.0,0.0,0.0,0.0,0.0,0.0
589.885,0.0,0.0,0.0,0.0,0.0,0.0
589.911,0.0,0.0,0.0,0.0,0.0,0.0
589.939,0.0,0.0,0.0,0.0,0.0,0.0
589.966,0.0,0.0,0.0,0.0,0.0,0.0
589.991,0.0,0.0,0.0,0.0,0.0,0.0
590.02,0.0,0.0,0.0,0.0,0.0,0.0
590.05,0.0,0.0,0.0,0.0,0.0,0.0
590.077,0.0,0.0,0.0,0.0,0.0,0.0
590.105,0.0,0.0,0.0,0.0,0.0,0.0
590.131,0.0,0.0,0.0,0.0,0.0,0.0
590.156,0.0,0.0,0.0,0.0,0.0,0.0
590.181,0.0,0.0,0.0,0.0,0.0,0.0
590.21,0.0,0.0,0.0,0.0,0.0,0.0
590.239,0.0,0.0,0.0,0.0,0.0,0.0
590.269,0.0,0.0,0.0,0.0,0.0,0.0
590.296,0.0,0.0,0.0,0.0,0.0,0.0
590.323,0.0,0.0,0.0,0.0,0.0,0.0
590.351,0.0,0.0,0.0,0.0,0.0,0.0
590.38,0.0,0.0,0.0,0.0,0.0,0.0
590.41,0.0,0.0,0.0,0.0,0.0,0.0
590.439,0.0,0.0,0.0,0.0,0.0,0.0
590.465,0.0,0.0,0.0,0.0,0.0,0.0
590.494,0.0,0.0,0.0,0.0,0.0,0.0
590.52,0.0,0.0,0.0,0.0,0.0,0.0
590.55,0.0,0.0,0.0,0.0,0.0,0.0
590.577,0.0,0.0,0.0,0.0,0.0,0.0
590.606,0.0,0.0,0.0,0.0,0.0,0.0
590.633,0.0,0.0,0.0,0.0,0.0,0.0
590.66,0.0,0.0,0.0,0.0,0.0,0.0
590.689,0.0,0.0,0.0,0.0,0.0,0.0
590.715,0.0,0.0,0.0,0.0,0.0,0.0
590.741,0.0,0.0,0.0,0.0,0.0,0.0
590.77,0.0,0.0,0.0,0.0,0.0,0.0
590.8,0.0,0.0,0.0,0.0,0.0,0.0
590.83,0.0,0.0,0.0,0.0,0.0,0.0
590.86,0.0,0.0,0.0,0.0,0.0,0.0
590.889,0.0,0.0,0.0,0.0,0.0,0.0
590.916,0.0,0.0,0.0,0.0,0.0,0.0
590.942,0.0,0.0,0.0,0.0,0.0,0.0
590.97,0.0,0.0,0.0,0.0,0.0,0.0
590.999,0.0,0.0,0.0,0.0,0.0,0.0
591.027,0.0,0.0,0.0,0.0,0.0,0.0
591.054,0.0,0.0,0.0,0.0,0.0,0.0
591.081,0.0,0.0,0.0,0.0,0.0,0.0
591.109,0.0,0.0,0.0,0.0,0.0,0.0
591.135,0.0,0.0,0.0,0.0,0.0,0.0
591.16,0.0,0.0,0.0,0.0,0.0,0.0
591.189,0.0,0.0,0.0,0.0,0.0,0.0
591.216,0.0,0.0,0.0,0.0,0.0,0.0
591.242,0.0,0.0,0.0,0.0,0.0,0.0
591.27,0.0,0.0,0.0,0.0,0.0,0.0
591.297,0.0,0.0,0.0,0.0,0.0,0.0
591.323,0.0,0.0,0.0,0.0,0.0,0.0
591.351,0.0,0.0,0.0,0.0,0.0,0.0
591.377,0.0,0.0,0.0,0.0,0.0,0.0
591.407,0.0,0.0,0.0,0.0,0.0,0.0
591.432,0.0,0.0,0.0,0.0,0.0,0.0
591.46,0.0,0.0,0.0,0.0,0.0,0.0
591.488,0.0,0.0,0.0,0.0,0.0,0.0
591.514,0.0,0.0,0.0,0.0,0.0,0.0
591.54,0.0,0.0,0.0,0.0,0.0,0.0
591.57,0.0,0.0,0.0,0.0,0.0,0.0
591.598,0.0,0.0,0.0,0.0,0.0,0.0
591.624,0.0,0.0,0.0,0.0,0.0,0.0
591.65,0.0,0.0,0.0,0.0,0.0,0.0
591.68,0.0,0.0,0.0,0.0,0.0,0.0
591.71,0.0,0.0,0.0,0.0,0.0,0.0
591.739,0.0,0.0,0.0,0.0,0.0,0.0
591.769,0.0,0.0,0.0,0.0,0.0,0.0
591.794,0.0,0.0,0.0,0.0,0.0,0.0
591.823,0.0,0.0,0.0,0.0,0.0,0.0
591.85,0.0,0.0,0.0,0.0,0.0,0.0
591.876,0.0,0.0,0.0,0.0,0.0,0.0
591.904,0.0,0.0,0.0,0.0,0.0,0.0
591.931,0.0,0.0,0.0,0.0,0.0,0.0
591.956,0.0,0.0,0.0,0.0,0.0,0.0
591.981,0.0,0.0,0.0,0.0,0.0,0.0
592.007,0.0,0.0,0.0,0.0,0.0,0.0
592.033,0.0,0.0,0.0,0.0,0.0,0.0
592.06,0.0,0.0,0.0,0.0,0.0,0.0
592.089,0.0,0.0,0.0,0.0,0.0,0.0
592.115,0.0,0.0,0.0,0.0,0.0,0.0
592.14,0.0,0.0,0.0,0.0,0.0,0.0
592.166,0.0,0.0,0.0,0.0,0.0,0.0
592.192,0.0,0.0,0.0,0.0,0.0,0.0
592.22,0.0,0.0,0.0,0.0,0.0,0.0
592.248,0.0,0.0,0.0,0.0,0.0,0.0
592.276,0.0,0.0,0.0,0.0,0.0,0.0
592.302,0.0,0.0,0.0,0.0,0.0,0.0
592.327,0.0,0.0,0.0,0.0,0.0,0.0
592.357,0.0,0.0,0.0,0.0,0.0,0.0
592.386,0.0,0.0,0.0,0.0,0.0,0.0
592.411,0.0,0.0,0.0,0.0,0.0,0.0
592.439,0.0,0.0,0.0,0.0,0.0,0.0
592.465,0.0,0.0,0.0,0.0,0.0,0.0
592.49,0.0,0.0,0.0,0.0,0.0,0.0
592.515,0.0,0.0,0.0,0.0,0.0,0.0
592.541,0.0,0.0,0.0,0.0,0.0,0.0
592.571,0.0,0.0,0.0,0.0,0.0,0.0
592.597,0.0,0.0,0.0,0.0,0.0,0.0
592.623,0.0,0.0,0.0,0.0,0.0,0.0
592.65,0.0,0.0,0.0,0.0,0.0,0.0
592.677,0.0,0.0,0.0,0.0,0.0,0.0
592.705,0.0,0.0,0.0,0.0,0.0,0.0
592.73,0.0,0.0,0.0,0.0,0.0,0.0
592.756,0.0,0.0,0.0,0.0,0.0,0.0
592.781,0.0,0.0,0.0,0.0,0.0,0.0
592.807,0.0,0.0,0.0,0.0,0.0,0.0
592.832,0.0,0.0,0.0,0.0,0.0,0.0
592.86,0.0,0.0,0.0,0.0,0.0,0.0
592.889,0.0,0.0,0.0,0.0,0.0,0.0
592.916,0.0,0.0,0.0,0.0,0.0,0.0
592.944,0.0,0.0,0.0,0.0,0.0,0.0
592.969,0.0,0.0,0.0,0.0,0.0,0.0
592.999,0.0,0.0,0.0,0.0,0.0,0.0
593.027,0.0,0.0,0.0,0.0,0.0,0.0
593.055,0.0,0.0,0.0,0.0,0.0,0.0
593.08,0.0,0.0,0.0,0.0,0.0,0.0
593.11,0.0,0.0,0.0,0.0,0.0,0.0
593.135,0.0,0.0,0.0,0.0,0.0,0.0
593.161,0.0,0.0,0.0,0.0,0.0,0.0
593.189,0.0,0.0,0.0,0.0,0.0,0.0
593.215,0.0,0.0,0.0,0.0,0.0,0.0
593.244,0.0,0.0,0.0,0.0,0.0,0.0
593.27,0.0,0.0,0.0,0.0,0.0,0.0
593.3,0.0,0.0,0.0,0.0,0.0,0.0
593.33,0.0,0.0,0.0,0.0,0.0,0.0
593.356,0.0,0.0,0.0,0.0,0.0,0.0
593.385,0.0,0.0,0.0,0.0,0.0,0.0
593.415,0.0,0.0,0.0,0.0,0.0,0.0
593.441,0.0,0.0,0.0,0.0,0.0,0.0
593.467,0.0,0.0,0.0,0.0,0.0,0.0
593.494,0.0,0.0,0.0,0.0,0.0,0.0
593.521,0.0,0.0,0.0,0.0,0.0,0.0
593.551,0.0,0.0,0.0,0.0,0.0,0.0
593.58,0.0,0.0,0.0,0.0,0.0,0.0
593.609,0.0,0.0,0.0,0.0,0.0,0.0
593.636,0.0,0.0,0.0,0.0,0.0,0.0
593.661,0.0,0.0,0.0,0.0,0.0,0.0
593.689,0.0,0.0,0.0,0.0,0.0,0.0
593.715,0.0,0.0,0.0,0.0,0.0,0.0
593.744,0.0,0.0,0.0,0.0,0.0,0.0
593.773,0.0,0.0,0.0,0.0,0.0,0.0
593.8,0.0,0.0,0.0,0.0,0.0,0.0
593.83,0.0,0.0,0.0,0.0,0.0,0.0
593.86,0.0,0.0,0.0,0.0,0.0,0.0
593.889,0.0,0.0,0.0,0.0,0.0,0.0
593.915,0.0,0.0,0.0,0.0,0.0,0.0
593.943,0.0,0.0,0.0,0.0,0.0,0.0
593.97,0.0,0.0,0.0,0.0,0.0,0.0
594.0,0.0,0.0,0.0,0.0,0.0,0.0
594.026,0.0,0.0,0.0,0.0,0.0,0.0
594.051,0.0,0.0,0.0,0.0,0.0,0.0
594.077,0.0,0.0,0.0,0.0,0.0,0.0
594.106,0.0,0.0,0.0,0.0,0.0,0.0
594.134,0.0,0.0,0.0,0.0,0.0,0.0
594.162,0.0,0.0,0.0,0.0,0.0,0.0
594.187,0.0,0.0,0.0,0.0,0.0,0.0
594.216,0.0,0.0,0.0,0.0,0.0,0.0
594.241,0.0,0.0,0.0,0.0,0.0,0.0
594.27,0.0,0.0,0.0,0.0,0.0,0.0
594.301,0.0,0.0,0.0,0.0,0.0,0.0
594.326,0.0,0.0,0.0,0.0,0.0,0.0
594.351,0.0,0.0,0.0,0.0,0.0,0.0
594.38,0.0,0.0,0.0,0.0,0.0,0.0
594.406,0.0,0.0,0.0,0.0,0.0,0.0
594.433,0.0,0.0,0.0,0.0,0.0,0.0
594.46,0.0,0.0,0.0,0.0,0.0,0.0
594.489,0.0,0.0,0.0,0.0,0.0,0.0
594.515,0.0,0.0,0.0,0.0,0.0,0.0
594.544,0.0,0.0,0.0,0.0,0.0,0.0
594.57,0.0,0.0,0.0,0.0,0.0,0.0
594.6,0.0,0.0,0.0,0.0,0.0,0.0
594.63,0.0,0.0,0.0,0.0,0.0,0.0
594.656,0.0,0.0,0.0,0.0,0.0,0.0
594.686,0.0,0.0,0.0,0.0,0.0,0.0
594.712,0.0,0.0,0.0,0.0,0.0,0.0
594.739,0.0,0.0,0.0,0.0,0.0,0.0
594.769,0.0,0.0,0.0,0.0,0.0,0.0
594.794,0.0,0.0,0.0,0.0,0.0,0.0
594.82,0.0,0.0,0.0,0.0,0.0,0.0
594.849,0.0,0.0,0.0,0.0,0.0,0.0
594.877,0.0,0.0,0.0,0.0,0.0,0.0
594.906,0.0,0.0,0.0,0.0,0.0,0.0
594.932,0.0,0.0,0.0,0.0,0.0,0.0
594.96,0.0,0.0,0.0,0.0,0.0,0.0
594.986,0.0,0.0,0.0,0.0,0.0,0.0
595.011,0.0,0.0,0.0,0.0,0.0,0.0
595.037,0.0,0.0,0.0,0.0,0.0,0.0
595.067,0.0,0.0,0.0,0.0,0.0,0.0
595.097,0.0,0.0,0.0,0.0,0.0,0.0
595.123,0.0,0.0,0.0,0.0,0.0,0.0
595.149,0.0,0.0,0.0,0.0,0.0,0.0
595.175,0.0,0.0,0.0,0.0,0.0,0.0
595.201,0.0,0.0,0.0,0.0,0.0,0.0
595.23,0.0,0.0,0.0,0.0,0.0,0.0
595.256,0.0,0.0,0.0,0.0,0.0,0.0
595.286,0.0,0.0,0.0,0.0,0.0,0.0
595.315,0.0,0.0,0.0,0.0,0.0,0.0
595.344,0.0,0.0,0.0,0.0,0.0,0.0
595.37,0.0,0.0,0.0,0.0,0.0,0.0
595.4,0.0,0.0,0.0,0.0,0.0,0.0
595.425,0.0,0.0,0.0,0.0,0.0,0.0
595.451,0.0,0.0,0.0,0.0,0.0,0.0
595.476,0.0,0.0,0.0,0.0,0.0,0.0
595.506,0.0,0.0,0.0,0.0,0.0,0.0
595.532,0.0,0.0,0.0,0.0,0.0,0.0
595.56,0.0,0.0,0.0,0.0,0.0,0.0
595.589,0.0,0.0,0.0,0.0,0.0,0.0
595.615,0.0,0.0,0.0,0.0,0.0,0.0
595.641,0.0,0.0,0.0,0.0,0.0,0.0
595.67,0.0,0.0,0.0,0.0,0.0,0.0
595.7,0.0,0.0,0.0,0.0,0.0,0.0
595.73,0.0,0.0,0.0,0.0,0.0,0.0
595.756,0.0,0.0,0.0,0.0,0.0,0.0
595.785,0.0,0.0,0.0,0.0,0.0,0.0
595.81,0.0,0.0,0.0,0.0,0.0,0.0
595.838,0.0,0.0,0.0,0.0,0.0,0.0
595.868,0.0,0.0,0.0,0.0,0.0,0.0
595.894,0.0,0.0,0.0,0.0,0.0,0.0
595.92,0.0,0.0,0.0,0.0,0.0,0.0
595.95,0.0,0.0,0.0,0.0,0.0,0.0
595.976,0.0,0.0,0.0,0.0,0.0,0.0
596.001,0.0,0.0,0.0,0.0,0.0,0.0
596.026,0.0,0.0,0.0,0.0,0.0,0.0
596.055,0.0,0.0,0.0,0.0,0.0,0.0
596.08,0.0,0.0,0.0,0.0,0.0,0.0
596.106,0.0,0.0,0.0,0.0,0.0,0.0
596.136,0.0,0.0,0.0,0.0,0.0,0.0
596.166,0.0,0.0,0.0,0.0,0.0,0.0
596.193,0.0,0.0,0.0,0.0,0.0,0.0
596.223,0.0,0.0,0.0,0.0,0.0,0.0
596.25,0.0,0.0,0.0,0.0,0.0,0.0
596.28,0.0,0.0,0.0,0.0,0.0,0.0
596.309,0.0,0.0,0.0,0.0,0.0,0.0
596.339,0.0,0.0,0.0,0.0,0.0,0.0
596.367,0.0,0.0,0.0,0.0,0.0,0.0
596.394,0.0,0.0,0.0,0.0,0.0,0.0
596.42,0.0,0.0,0.0,0.0,0.0,0.0
596.445,0.0,0.0,0.0,0.0,0.0,0.0
596.47,0.0,0.0,0.0,0.0,0.0,0.0
596.5,0.0,0.0,0.0,0.0,0.0,0.0
596.526,0.0,0.0,0.0,0.0,0.0,0.0
596.552,0.0,0.0,0.0,0.0,0.0,0.0
596.58,0.0,0.0,0.0,0.0,0.0,0.0
596.605,0.0,0.0,0.0,0.0,0.0,0.0
596.63,0.0,0.0,0.0,0.0,0.0,0.0
596.656,0.0,0.0,0.0,0.0,0.0,0.0
596.681,0.0,0.0,0.0,0.0,0.0,0.0
596.707,0.0,0.0,0.0,0.0,0.0,0.0
596.736,0.0,0.0,0.0,0.0,0.0,0.0
596.761,0.0,0.0,0.0,0.0,0.0,0.0
596.789,0.0,0.0,0.0,0.0,0.0,0.0
596.817,0.0,0.0,0.0,0.0,0.0,0.0
596.845,0.0,0.0,0.0,0.0,0.0,0.0
596.873,0.0,0.0,0.0,0.0,0.0,0.0
596.9,0.0,0.0,0.0,0.0,0.0,0.0
596.927,0.0,0.0,0.0,0.0,0.0,0.0
596.957,0.0,0.0,0.0,0.0,0.0,0.0
596.985,0.0,0.0,0.0,0.0,0.0,0.0
597.01,0.0,0.0,0.0,0.0,0.0,0.0
597.039,0.0,0.0,0.0,0.0,0.0,0.0
597.069,0.0,0.0,0.0,0.0,0.0,0.0
597.095,0.0,0.0,0.0,0.0,0.0,0.0
597.122,0.0,0.0,0.0,0.0,0.0,0.0
597.147,0.0,0.0,0.0,0.0,0.0,0.0
597.177,0.0,0.0,0.0,0.0,0.0,0.0
597.202,0.0,0.0,0.0,0.0,0.0,0.0
597.23,0.0,0.0,0.0,0.0,0.0,0.0
597.26,0.0,0.0,0.0,0.0,0.0,0.0
597.289,0.0,0.0,0.0,0.0,0.0,0.0
597.318,0.0,0.0,0.0,0.0,0.0,0.0
597.344,0.0,0.0,0.0,0.0,0.0,0.0
597.369,0.0,0.0,0.0,0.0,0.0,0.0
597.394,0.0,0.0,0.0,0.0,0.0,0.0
597.42,0.0,0.0,0.0,0.0,0.0,0.0
597.449,0.0,0.0,0.0,0.0,0.0,0.0
597.477,0.0,0.0,0.0,0.0,0.0,0.0
597.506,0.0,0.0,0.0,0.0,0.0,0.0
597.535,0.0,0.0,0.0,0.0,0.0,0.0
597.56,0.0,0.0,0.0,0.0,0.0,0.0
597.589,0.0,0.0,0.0,0.0,0.0,0.0
597.615,0.0,0.0,0.0,0.0,0.0,0.0
597.641,0.0,0.0,0.0,0.0,0.0,0.0
597.671,0.0,0.0,0.0,0.0,0.0,0.0
597.7,0.0,0.0,0.0,0.0,0.0,0.0
597.73,0.0,0.0,0.0,0.0,0.0,0.0
597.76,0.0,0.0,0.0,0.0,0.0,0.0
597.789,0.0,0.0,0.0,0.0,0.0,0.0
597.815,0.0,0.0,0.0,0.0,0.0,0.0
597.841,0.0,0.0,0.0,0.0,0.0,0.0
597.87,0.0,0.0,0.0,0.0,0.0,0.0
597.896,0.0,0.0,0.0,0.0,0.0,0.0
597.923,0.0,0.0,0.0,0.0,0.0,0.0
597.951,0.0,0.0,0.0,0.0,0.0,0.0
597.977,0.0,0.0,0.0,0.0,0.0,0.0
598.002,0.0,0.0,0.0,0.0,0.0,0.0
598.031,0.0,0.0,0.0,0.0,0.0,0.0
598.06,0.0,0.0,0.0,0.0,0.0,0.0
598.089,0.0,0.0,0.0,0.0,0.0,0.0
598.117,0.0,0.0,0.0,0.0,0.0,0.0
598.142,0.0,0.0,0.0,0.0,0.0,0.0
598.169,0.0,0.0,0.0,0.0,0.0,0.0
598.195,0.0,0.0,0.0,0.0,0.0,0.0
598.22,0.0,0.0,0.0,0.0,0.0,0.0
598.25,0.0,0.0,0.0,0.0,0.0,0.0
598.277,0.0,0.0,0.0,0.0,0.0,0.0
598.306,0.0,0.0,0.0,0.0,0.0,0.0
598.332,0.0,0.0,0.0,0.0,0.0,0.0
598.36,0.0,0.0,0.0,0.0,0.0,0.0
598.39,0.0,0.0,0.0,0.0,0.0,0.0
598.42,0.0,0.0,0.0,0.0,0.0,0.0
598.45,0.0,0.0,0.0,0.0,0.0,0.0
598.477,0.0,0.0,0.0,0.0,0.0,0.0
598.506,0.0,0.0,0.0,0.0,0.0,0.0
598.531,0.0,0.0,0.0,0.0,0.0,0.0
598.557,0.0,0.0,0.0,0.0,0.0,0.0
598.584,0.0,0.0,0.0,0.0,0.0,0.0
598.611,0.0,0.0,0.0,0.0,0.0,0.0
598.64,0.0,0.0,0.0,0.0,0.0,0.0
598.67,0.0,0.0,0.0,0.0,0.0,0.0
598.697,0.0,0.0,0.0,0.0,0.0,0.0
598.723,0.0,0.0,0.0,0.0,0.0,0.0
598.751,0.0,0.0,0.0,0.0,0.0,0.0
598.777,0.0,0.0,0.0,0.0,0.0,0.0
598.806,0.0,0.0,0.0,0.0,0.0,0.0
598.835,0.0,0.0,0.0,0.0,0.0,0.0
598.861,0.0,0.0,0.0,0.0,0.0,0.0
598.891,0.0,0.0,0.0,0.0,0.0,0.0
598.922,0.0,0.0,0.0,0.0,0.0,0.0
598.951,0.0,0.0,0.0,0.0,0.0,0.0
598.977,0.0,0.0,0.0,0.0,0.0,0.0
599.006,0.0,0.0,0.0,0.0,0.0,0.0
599.031,0.0,0.0,0.0,0.0,0.0,0.0
599.057,0.0,0.0,0.0,0.0,0.0,0.0
599.082,0.0,0.0,0.0,0.0,0.0,0.0
599.112,0.0,0.0,0.0,0.0,0.0,0.0
599.138,0.0,0.0,0.0,0.0,0.0,0.0
599.163,0.0,0.0,0.0,0.0,0.0,0.0
599.189,0.0,0.0,0.0,0.0,0.0,0.0
599.214,0.0,0.0,0.0,0.0,0.0,0.0
599.239,0.0,0.0,0.0,0.0,0.0,0.0
599.269,0.0,0.0,0.0,0.0,0.0,0.0
599.294,0.0,0.0,0.0,0.0,0.0,0.0
599.32,0.0,0.0,0.0,0.0,0.0,0.0
599.346,0.0,0.0,0.0,0.0,0.0,0.0
